tconst,primaryTitle,titleLength,numVotes,logVotes,averageRating
tt0249402,The Blind Lead,3,12,1.0791812460476249,6.1
tt0249443,A Chronicle of Corpses,4,157,2.1958996524092336,4.1
tt0249462,Billy Elliot,2,126083,5.100656533806213,7.7
tt0249498,Escape from Cuba,3,126,2.100370545117563,6.1
tt0249757,The Love Machine,3,86,1.9344984512435677,6.2
tt0249846,Nobody Needs to Know,4,191,2.2810333672477277,6.0
tt0249858,The Origin of Man,4,29,1.462397997898956,7.4
tt0250258,The Experiment,2,90606,4.957156957948464,7.7
tt0250323,The Deep End,3,10992,4.041076719715475,6.5
tt0250365,Even Steven,2,33,1.5185139398778875,6.5
tt0250371,The Other Side of Heaven,5,4064,3.6089536992758626,6.4
tt0250485,L.A.P.D.: To Protect and to Serve,6,458,2.660865478003869,3.6
tt0250513,Losing Grace,2,176,2.24551266781415,5.6
tt0250617,Night at the Golden Eagle,5,984,2.9929950984313414,5.9
tt0250625,Way Off Broadway,3,176,2.24551266781415,6.3
tt0250636,Out of the Black,4,269,2.429752280002408,3.7
tt0250638,PTU,1,3996,3.601625479553945,6.9
tt0250790,Turn of Faith,3,80,1.9030899869919435,5.5
tt0250804,Don't Let Go,3,56,1.7481880270062005,6.9
tt0251004,The Caprice,2,6,0.7781512503836436,5.5
tt0251057,Double Bang,2,392,2.593286067020457,5.0
tt0251114,Hart's War,2,50648,4.704562300513414,6.3
tt0251142,The Innocents,2,25,1.3979400086720377,6.4
tt0251160,John Q,2,123078,5.09018043040918,7.1
tt0251294,Nikita Blues,2,67,1.8260748027008264,5.3
tt0251370,Rennie's Landing,2,502,2.7007037171450192,5.5
tt0251433,Time and Tide,3,4180,3.621176281775035,6.9
tt0251696,Fast Sofa,2,734,2.8656960599160706,4.8
tt0251817,Making Waves,2,40,1.6020599913279623,5.8
tt0252444,Rabbit-Proof Fence,2,27306,4.436258085890037,7.4
tt0252445,Followers,1,77,1.8864907251724818,6.5
tt0252480,The Grey Zone,3,10248,4.0106391167366295,7.0
tt0252501,Hearts in Atlantis,3,36490,4.562173863364649,6.9
tt0252503,Heist,1,33285,4.5222485612876895,6.5
tt0252684,Manic,1,9166,3.962179852908768,7.3
tt0253056,Down 'n Dirty,3,187,2.271841606536499,3.7
tt0253193,Kumite,1,32,1.505149978319906,5.1
tt0253314,Nicolas,1,13,1.1139433523068367,7.0
tt0253335,No Turning Back,3,297,2.4727564493172123,5.8
tt0253474,The Pianist,2,723366,5.859358091985182,8.5
tt0253487,Pledge of Innocence,3,8,0.9030899869919435,5.4
tt0254067,The Adulterer,2,18,1.255272505103306,7.4
tt0254264,Description of a Struggle,4,16,1.2041199826559248,5.6
tt0254448,Making Metamorphosis,2,7,0.8450980400142568,9.0
tt0254610,The Moving True Story of a Woman Ahead of Her Time,11,482,2.6830470382388496,7.0
tt0254626,One Eyed King,3,404,2.606381365110605,5.6
tt0254686,The Piano Teacher,3,55823,4.7468131723252345,7.5
tt0254791,Le stade de Wimbledon,4,172,2.2355284469075487,6.4
tt0254832,Twice as Dead,3,160,2.2041199826559246,6.9
tt0255055,China: The Panda Adventure,4,181,2.2576785748691846,6.0
tt0255325,Little Red,2,36,1.5563025007672873,5.2
tt0255348,March,1,29,1.462397997898956,7.8
tt0255589,The Isle,2,12773,4.1062929121756575,7.0
tt0255655,The Trade,2,61,1.7853298350107671,5.9
tt0255894,Chocolate City,2,25,1.3979400086720377,6.6
tt0255989,Electric Tribe,2,5,0.6989700043360189,4.2
tt0256009,The Devil's Backbone,3,61566,4.789340937993635,7.4
tt0256084,How Harry Became a Tree,5,796,2.900913067737669,6.7
tt0256359,The Safety of Objects,4,4074,3.610021024664145,6.5
tt0256374,Pretty When You Cry,4,388,2.5888317255942073,4.3
tt0256400,Sometimes a Hero,3,67,1.8260748027008264,5.0
tt0256856,Kept,1,280,2.4471580313422194,4.4
tt0256979,One of Us Tripped,4,40,1.6020599913279623,3.0
tt0256993,Fetch a Pail of Water,5,53,1.724275869600789,6.5
tt0257019,Purpose,1,892,2.950364854376123,5.4
tt0257044,Road to Perdition,3,245427,5.389922338773985,7.7
tt0257408,Judgment,1,613,2.787460474518415,5.1
tt0257497,"La Commune (Paris, 1871)",4,1038,3.016197353512439,8.1
tt0257750,Heart of Stone,3,153,2.184691430817599,4.9
tt0257756,High Crimes,2,38910,4.590061230803743,6.4
tt0257939,The Guava House,3,110,2.041392685158225,7.2
tt0258000,Panic Room,2,257389,5.41058998257854,6.8
tt0258120,The Same Side of Rejection Street,6,10,1.0,6.7
tt0258247,The Testaments: Of One Fold and One Shepherd,8,761,2.8813846567705728,7.9
tt0258501,Clouds,1,12,1.0791812460476249,5.7
tt0258512,Danny's Wish,2,15,1.1760912590556813,6.6
tt0258816,The Reckoning,2,5809,3.7641013764762286,6.5
tt0258960,Shinjuku Triad Society,3,2059,3.3136563466180315,6.7
tt0258967,The Unsaid,2,6161,3.7896512087934098,6.7
tt0259017,Swimming Upstream,2,176,2.24551266781415,6.0
tt0259216,Scandal: The Big Turn On,5,89,1.9493900066449128,6.1
tt0259218,Blind Obsession,2,178,2.250420002308894,4.0
tt0259221,Scandal: Body of Love,4,56,1.7481880270062005,5.8
tt0259280,Dos corazones,2,19,1.2787536009528289,8.2
tt0259289,Sunshine for the Poor,4,130,2.113943352306837,6.9
tt0259386,Knight Club,2,281,2.44870631990508,5.0
tt0259484,Paid in Full,3,10601,4.025346834509827,7.1
tt0259516,The Poor & Hungry,4,207,2.315970345456918,6.9
tt0259729,The Three-Legged Fox,3,54,1.7323937598229686,7.5
tt0259742,X-Roads,1,7,0.8450980400142568,7.7
tt0259822,.45,1,8049,3.9057419273916016,5.6
tt0259906,The Bulls' Night Out,4,11,1.0413926851582251,6.3
tt0260042,False Prophets,2,75,1.8750612633917,6.4
tt0260261,Outlaw,1,100,2.0,5.6
tt0260325,The Ring of the Buddha,5,24,1.380211241711606,6.2
tt0260481,Up Against Amanda,3,260,2.4149733479708178,4.3
tt0260688,Ali Zaoua: Prince of the Streets,6,2572,3.4102709642521845,7.3
tt0260695,Hometown Legend,2,714,2.8536982117761744,5.7
tt0260769,Bulaklak ng Maynila,3,19,1.2787536009528289,6.6
tt0260866,Don't Say a Word,4,48569,4.6863591617610165,6.3
tt0260924,A Gentleman's Game,3,766,2.884228769632604,6.4
tt0260991,Joint Security Area,3,26279,4.419608834908103,7.8
tt0261000,Umbrella Flower,2,238,2.376576957056512,6.9
tt0261066,Piñero,1,1286,3.109240968588203,6.3
tt0261199,The Price of Air,4,331,2.519827993775719,1.8
tt0261537,Apartheid Slave-Women's Justice,3,124,2.093421685162235,2.1
tt0261686,The Fair,2,11,1.0413926851582251,6.7
tt0261734,Der Himmel kann warten,4,98,1.9912260756924949,6.9
tt0261744,Iceman,1,10,1.0,6.4
tt0262345,Condemned to Freedom,3,37,1.568201724066995,4.5
tt0262396,Empire,1,7245,3.8600383898071935,6.0
tt0262432,George Washington,2,7778,3.890867938811441,7.3
tt0262462,Carman: The Champion,3,784,2.8943160626844384,5.4
tt0262699,The Pornographer,2,2284,3.3586960995738107,5.2
tt0262774,"Smell of Camphor, Fragrance of Jasmine",6,642,2.807535028068853,6.6
tt0263495,Johnny Virus,2,61,1.7853298350107671,4.8
tt0263496,Pretty Things,2,975,2.989004615698537,5.7
tt0263725,Me Without You,3,4391,3.642563437104388,6.9
tt0263761,More Than Puppy Love,4,95,1.9777236052888478,5.3
tt0263848,Pay the Price,3,14,1.146128035678238,7.1
tt0263939,El Rey,2,496,2.6954816764901977,6.4
tt0264395,Basic,1,59158,4.772013483045508,6.5
tt0264425,Bill's Gun Shop,3,70,1.845098040014257,4.6
tt0264429,Black Mask 2: City of Masks,6,1675,3.224014811372864,3.6
tt0264464,Catch Me If You Can,5,821323,5.914513984806154,8.1
tt0264472,Changing Lanes,2,66685,4.824028155508092,6.5
tt0264606,Extreme Honor,2,166,2.220108088040055,3.5
tt0264616,Frailty,1,76780,4.885248107781386,7.2
tt0264689,Home Room,2,3174,3.5016069224188295,7.2
tt0264691,Hoover Park,2,13,1.1139433523068367,6.8
tt0264710,Interstate 84,2,231,2.3636119798921444,5.0
tt0264796,Life as a House,4,42761,4.631047852977425,7.5
tt0264916,Monarch,1,88,1.9444826721501687,7.0
tt0265033,Angryman,1,11,1.0413926851582251,6.4
tt0265086,Black Hawk Down,3,362523,5.559335565268976,7.7
tt0265088,The Black Rose,3,10,1.0,7.1
tt0265190,Firestorm Rising,2,14,1.146128035678238,4.0
tt0265281,The Kings of Brooklyn,4,26,1.414973347970818,6.9
tt0265349,The Mothman Prophecies,3,75804,4.879692122941993,6.4
tt0265459,One Hour Photo,3,114243,5.057829599074421,6.8
tt0265611,Rain,1,245,2.3891660843645326,5.3
tt0265651,Ripley's Game,2,17230,4.236285277448029,6.6
tt0265662,The Rookie,2,32161,4.507329544048116,6.9
tt0265663,The Room,2,40,1.6020599913279623,4.6
tt0265675,Running from the Shadows,4,13,1.1139433523068367,4.1
tt0265716,Seaside Seduction,2,15,1.1760912590556813,5.6
tt0265825,Addictions and Subtractions,3,496,2.6954816764901977,6.7
tt0266041,What Matters Most,3,193,2.285557309007774,6.3
tt0266102,Zoe,1,90,1.954242509439325,6.9
tt0266308,Battle Royale,2,168371,5.226267291293403,7.6
tt0266381,Fill Me with Life,4,406,2.6085260335771943,6.4
tt0266449,Deadly Rhapsody,2,54,1.7323937598229686,4.6
tt0266465,A Man Apart,3,44938,4.652613739905715,6.1
tt0266555,Freeze Me,2,1694,3.228913405994688,6.2
tt0266732,Love Is the Drug,4,679,2.8318697742805017,5.5
tt0266971,The Slaughter Rule,3,2288,3.3594560201209864,6.0
tt0267000,Stray Dogs,2,62,1.792391689498254,6.2
tt0267081,Valerie,1,11,1.0413926851582251,6.1
tt0267129,Yamakasi,1,11349,4.0549575960124065,6.2
tt0267379,Close Call,2,119,2.0755469613925306,4.1
tt0267622,Die Bad,2,378,2.5774917998372255,6.7
tt0267626,K-19: The Widowmaker,3,59391,4.773720637801447,6.7
tt0267747,The Myersons,2,12,1.0791812460476249,5.4
tt0267764,Mr. Id,2,28,1.4471580313422192,5.5
tt0267929,Singing,1,7,0.8450980400142568,7.1
tt0267959,Stroke,1,23,1.3617278360175928,6.7
tt0267989,True Blue,2,703,2.846955325019824,5.2
tt0268130,Capone's Boys,2,304,2.482873583608754,5.4
tt0268200,Brigham City,2,1347,3.1293675957229854,6.8
tt0268219,How I Killed My Father,5,1010,3.0043213737826426,6.8
tt0268229,Close Enough to Touch,4,225,2.3521825181113627,4.6
tt0268253,Determination of Death,3,205,2.311753861055754,4.9
tt0268690,Thirteen Conversations About One Thing,5,9401,3.973174052682972,7.0
tt0268711,Tuno negro,2,1018,3.00774777800074,4.3
tt0268727,The Greatest Adventure of My Life,6,43,1.6334684555795864,7.2
tt0268776,Plan B,2,45,1.6532125137753437,4.5
tt0268978,A Beautiful Mind,3,842693,5.925669386381191,8.2
tt0269084,Rich Kids,2,124,2.093421685162235,3.4
tt0269095,City by the Sea,4,24107,4.382143167884251,6.1
tt0269182,The Edge of Quarrel,4,77,1.8864907251724818,6.6
tt0269347,The Hunted,2,43519,4.638678907382412,6.1
tt0269411,Ka'ililauokekoa,1,14,1.146128035678238,7.6
tt0269461,Safe Conduct,2,1223,3.0874264570362855,6.8
tt0270197,American Gun,2,1155,3.062581984228163,6.3
tt0270259,The Business of Strangers,4,3578,3.553640336231354,6.3
tt0270320,Double Down,2,13,1.1139433523068367,7.5
tt0270349,Tio's Game,2,13,1.1139433523068367,6.8
tt0270480,Mad Love,2,3580,3.5538830266438746,6.6
tt0270487,MacArthur Park,2,311,2.4927603890268375,6.1
tt0270515,Miss Wonton,2,60,1.7781512503836436,7.5
tt0270841,Cyber Wars,2,607,2.7831886910752575,4.5
tt0270918,All You Need,3,124,2.093421685162235,6.3
tt0270957,Fuckland,1,339,2.530199698203082,5.0
tt0270991,Hollywood Vampyr,2,177,2.247973266361807,3.4
tt0271027,Kiss of the Dragon,4,60657,4.782880926982484,6.6
tt0271136,Quicksand,1,2299,3.361538971269279,5.3
tt0271234,Rhythm of the Saints,4,27,1.4313637641589874,6.6
tt0271285,Face Value,2,180,2.255272505103306,4.4
tt0271537,Happy Here and Now,4,308,2.4885507165004443,5.0
tt0271580,Jet Boy,2,1275,3.1055101847699738,7.1
tt0271582,Joshua,1,1796,3.2543063323312857,6.7
tt0271788,Scandal: Sin in the City,5,93,1.968482948553935,4.9
tt0271798,Cock & Bull Story,4,198,2.296665190261531,5.6
tt0271885,Zig Zag,2,1358,3.132899769944483,5.9
tt0272020,The Last Castle,3,71116,4.8519673212638805,7.0
tt0272092,The Forgotten,2,78,1.8920946026904804,6.5
tt0272152,K-PAX,1,174607,5.242061650597698,7.4
tt0272207,Narc,1,38250,4.582631439489637,7.1
tt0272557,Contagion,1,672,2.8273692730538253,4.0
tt0272590,Jacked,1,201,2.303196057420489,6.2
tt0273083,The Migration of the Angel,5,7,0.8450980400142568,8.4
tt0273133,Broken Dolls,2,142,2.1522883443830563,3.9
tt0273169,Desecration,1,474,2.6757783416740852,4.0
tt0273435,Ararat,1,13963,4.144978738020031,6.2
tt0273457,Beauty Betrayed,2,138,2.1398790864012365,4.6
tt0273498,Choosing Matthias,2,107,2.0293837776852097,5.5
tt0273649,High Point,2,17,1.2304489213782739,5.9
tt0273822,Mockingbird Don't Sing,3,1801,3.2555137128195333,6.5
tt0274472,Down Time,2,350,2.5440680443502757,2.2
tt0274639,Nothing So Strange,3,110,2.041392685158225,5.9
tt0274711,People I Know,3,10964,4.03996902686746,5.5
tt0274847,Sin destino,2,188,2.27415784926368,5.5
tt0274868,Some Body,2,71,1.8512583487190752,6.5
tt0275083,The Warrior,2,10656,4.027594211826226,7.1
tt0275182,Acts of Worship,3,285,2.45484486000851,6.4
tt0275295,The Decay of Fiction,4,63,1.7993405494535817,7.7
tt0275362,Owls' Castle,2,454,2.6570558528571038,6.2
tt0275468,The Last Minute,3,834,2.921166050637739,5.7
tt0275491,Bad Education,2,55498,4.744277332589083,7.4
tt0275527,A Month of Sundays,4,129,2.110589710299249,5.9
tt0275655,Satan Was a Lady,4,100,2.0,4.5
tt0275681,Broken Silence,2,570,2.7558748556724915,6.8
tt0275688,Snipes,1,343,2.5352941200427703,5.6
tt0275719,Tape,1,18752,4.273047594337997,7.2
tt0275772,"Vegas, City of Dreams",4,108,2.03342375548695,5.5
tt0275913,Amazons and Gladiators,3,1185,3.0737183503461227,3.3
tt0275969,Blood and Honor,3,56,1.7481880270062005,2.5
tt0276052,Dead Man's Run,3,30,1.4771212547196624,5.6
tt0276100,The Elastic Zenith,3,6,0.7781512503836436,5.3
tt0276290,The Living Witness,3,41,1.6127838567197355,4.7
tt0276331,Migrating Forms,2,87,1.9395192526186185,4.8
tt0276501,Beijing Bicycle,2,4387,3.642167634404945,7.2
tt0276616,The Want,2,6,0.7781512503836436,9.0
tt0276617,The White Sound,3,3137,3.496514518697745,7.1
tt0276760,After the Flood,3,14,1.146128035678238,6.1
tt0276806,Beat Angel,2,28,1.4471580313422192,8.0
tt0276893,Let There Be Peace,4,53,1.724275869600789,6.8
tt0276919,Dogville,1,137171,5.137262304729199,8.0
tt0276977,Gang Tapes,2,1028,3.011993114659257,6.1
tt0277027,I Am Sam,3,142401,5.153513039110929,7.7
tt0277184,Never Get Outta the Boat,5,176,2.24551266781415,7.1
tt0277255,The Profit,2,464,2.6665179805548807,6.9
tt0277327,As Far as My Feet Will Carry Me,8,6842,3.8351830698490437,7.4
tt0277434,We Were Soldiers,3,129567,5.1124944032100945,7.2
tt0277555,Africa,1,104,2.0170333392987803,4.5
tt0277622,Cet amour-là,2,329,2.5171958979499744,6.0
tt0277705,Final,1,1257,3.0993352776859577,5.9
tt0277769,The Journey to California,4,7,0.8450980400142568,5.9
tt0277789,All Night Bodega,3,70,1.845098040014257,6.6
tt0277790,Landspeed,1,437,2.640481436970422,4.0
tt0277791,The Last Leprechaun,3,334,2.5237464668115646,3.7
tt0277803,Lockdown,1,60,1.7781512503836436,5.6
tt0277895,Mickey,1,418,2.621176281775035,6.6
tt0277944,Panic,1,719,2.8567288903828825,3.6
tt0277945,Passage Through: A Ritual,4,18,1.255272505103306,8.1
tt0278035,Shooters,1,1091,3.037824750588342,5.6
tt0278162,Return to Go!,3,161,2.2068258760318495,6.3
tt0278293,El misterio del Trinidad,4,109,2.037426497940624,6.0
tt0278395,Clover Bend,2,123,2.089905111439398,4.9
tt0278412,Diggity's Treasure,2,191,2.2810333672477277,5.8
tt0278413,Distance,1,1252,3.097604328874411,6.9
tt0278435,Enough,1,39604,4.597739051839585,5.8
tt0278504,Insomnia,1,273689,5.437257342768903,7.2
tt0278731,Spider,1,35539,4.550705203418862,6.8
tt0278783,All There Is to Know,5,121,2.0827853703164503,6.6
tt0279037,Heart of America,3,2533,3.403635189790548,4.3
tt0279065,Time Out,2,4635,3.666049738480516,7.4
tt0279074,EvenHand,1,452,2.655138434811382,7.1
tt0279111,Gods and Generals,3,15316,4.18514535767565,6.4
tt0279112,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",9,5215,3.7172543127625497,7.1
tt0279121,Heaven's Neighbors,2,502,2.7007037171450192,7.0
tt0279136,In Service to the Dream,5,18,1.255272505103306,8.3
tt0279331,Dark Blue,2,20465,4.311011748981288,6.6
tt0279410,She's No Angel,3,262,2.4183012913197452,5.3
tt0279469,Time of Fear,3,190,2.278753600952829,4.6
tt0279485,Tweeked,1,27,1.4313637641589874,5.6
tt0279683,Pomegranate,1,85,1.9294189257142926,6.9
tt0279721,The Calling,2,176,2.24551266781415,4.8
tt0279778,Divine Secrets of the Ya-Ya Sisterhood,6,18012,4.255561938290895,6.1
tt0279926,Lola,1,207,2.315970345456918,5.3
tt0279938,Magdalen,1,39,1.591064607026499,7.2
tt0280015,Violet Perfume: No One Is Listening,6,1060,3.0253058652647704,7.1
tt0280140,Teenage Hooker Becomes a Killing Machine,6,313,2.4955443375464483,4.0
tt0280380,Trapped,1,22686,4.355757927746179,6.2
tt0280438,Ash Wednesday,2,2925,3.466125870418199,5.9
tt0280465,Bawandar,1,285,2.45484486000851,7.0
tt0280491,Bloody Sunday,2,23214,4.365749980104889,7.6
tt0280665,Femme Fatale,2,33624,4.526649376997381,6.2
tt0280697,Gasoline Rainbows,2,10,1.0,5.3
tt0280933,Passing Summer,2,420,2.6232492903979003,6.6
tt0281024,Pacino Is Missing,3,39,1.591064607026499,6.4
tt0281073,Playground Girls,2,14,1.146128035678238,7.7
tt0281122,"Ready, Willing & Able",4,81,1.9084850188786497,4.5
tt0281190,Shottas,1,4029,3.6051972673883776,6.2
tt0281322,Undisputed,1,28855,4.460221078644682,6.2
tt0281615,Turning Paige,2,220,2.342422680822206,7.1
tt0281656,Bhopal Express,2,362,2.558708570533166,7.1
tt0281810,Dirt Boy,2,119,2.0755469613925306,4.5
tt0281820,The Good Thief,3,10003,4.000130268805227,6.5
tt0282023,The Undefeated,2,418,2.621176281775035,6.5
tt0282186,Straightman,1,220,2.342422680822206,4.7
tt0282251,Alive,1,151,2.1789769472931693,6.4
tt0282413,A Touch of Fate,4,193,2.285557309007774,5.8
tt0282484,"Mafioso: The Father, the Son",5,249,2.3961993470957363,4.6
tt0282489,Fighting Chance,2,13,1.1139433523068367,4.4
tt0282526,Days,1,546,2.7371926427047373,6.0
tt0282528,Girl for Girl,3,132,2.12057393120585,4.9
tt0282551,Heartland,1,12,1.0791812460476249,7.1
tt0282613,Inferno,1,253,2.403120521175818,3.4
tt0282695,Lone Hero,2,678,2.8312296938670634,5.6
tt0282883,Quicksand,1,204,2.3096301674258988,4.4
tt0282891,Behind the Red Door,4,1419,3.151982395457474,6.4
tt0282965,Shadow Glories,2,111,2.0453229787866576,4.5
tt0283015,Stranded,1,2542,3.4051755462179893,5.4
tt0283026,Swimfan,1,18940,4.277379974667254,5.1
tt0283139,White Oleander,2,29572,4.470880697525479,7.1
tt0283149,Woman on Fire,3,5,0.6989700043360189,5.8
tt0283309,Desert Moon,2,197,2.294466226161593,6.2
tt0283337,Ever Since the World Ended,5,686,2.8363241157067516,5.0
tt0283387,The Holy Land,3,245,2.3891660843645326,6.6
tt0283428,Just Sex,2,7,0.8450980400142568,8.1
tt0283431,Kandahar,1,6434,3.808481056565951,6.8
tt0283503,Brooklyn Rules,2,5478,3.7386220279179425,6.3
tt0283530,The Emperor's Club,3,16491,4.217246991685393,6.9
tt0283560,The Pretenders,2,11,1.0413926851582251,6.9
tt0283572,Riders,1,93,1.968482948553935,7.2
tt0283574,The Rose Technique,3,180,2.255272505103306,4.3
tt0283623,Taurus,1,852,2.9304395947667,6.8
tt0283641,Touched by a Killer,4,126,2.100370545117563,5.4
tt0283945,Blind Light,2,63,1.7993405494535817,5.9
tt0283952,Blue Hill Avenue,3,1251,3.09725730969342,6.4
tt0283960,Boys to Men,3,385,2.5854607295085006,6.3
tt0283999,The Climb,2,669,2.8254261177678233,5.9
tt0284007,Come and Take It Day,5,42,1.6232492903979006,8.2
tt0284032,Atlanta Blue,2,19,1.2787536009528289,3.6
tt0284034,Demonlover,1,4815,3.6825962914605532,5.9
tt0284097,F-Stops,1,21,1.3222192947339193,7.6
tt0284189,Honeybee,1,63,1.7993405494535817,3.4
tt0284233,The Keyman,2,108,2.03342375548695,5.1
tt0284253,Lay It Down,3,126,2.100370545117563,4.6
tt0284342,Nebraska,1,18,1.255272505103306,7.7
tt0284470,A Sensible Obsession,3,25,1.3979400086720377,5.3
tt0284491,No News from God,4,5269,3.721728198572788,6.5
tt0284494,Skins,1,1364,3.13481437032046,7.1
tt0284573,Transfixed,1,336,2.526339277389844,5.3
tt0284655,WiseGirls,1,2807,3.448242412634439,5.8
tt0284769,Askari,1,152,2.1818435879447726,4.8
tt0284839,"Ali, Rabiaa et les autres",5,45,1.6532125137753437,7.4
tt0284929,Ted Bundy,2,7229,3.8590782247469693,5.8
tt0284935,Manhunt,1,38,1.5797835966168101,7.9
tt0284971,Coastlines,1,576,2.760422483423212,5.9
tt0284974,Learning Curves,2,107,2.0293837776852097,4.8
tt0285086,Farewell to Harry,3,149,2.173186268412274,6.5
tt0285169,Twilight Dinner,2,69,1.8388490907372552,6.8
tt0285175,Havoc,1,18166,4.2592593098523635,5.5
tt0285214,In the Living Years,4,149,2.173186268412274,5.1
tt0285280,Kira's Reason: A Love Story,5,920,2.963787827345555,6.8
tt0285441,Atanarjuat: The Fast Runner,4,6274,3.7975445143617264,7.5
tt0285475,Chick Street Fighter,3,52,1.7160033436347992,3.6
tt0285487,Crazy as Hell,3,993,2.996949248495381,6.0
tt0285492,Cube²: Hypercube,2,62381,4.795052332444223,5.6
tt0285531,Dreamcatcher,1,88494,4.946913826006001,5.5
tt0285534,Dunsmore,1,247,2.392696953259666,6.2
tt0285563,The Hidden,2,80,1.9030899869919435,5.7
tt0285624,"Vendetta: No Conscience, No Mercy",5,249,2.3961993470957363,4.7
tt0285681,Looking Through Lillian,3,263,2.419955748489758,5.0
tt0285727,"Milwaukee, Minnesota",2,654,2.815577748324267,6.3
tt0285728,Dahmer,1,9499,3.9776778876739938,5.6
tt0285861,Owning Mahowny,2,12586,4.099887727411467,7.1
tt0285869,Pandora's Box,2,625,2.7958800173440754,4.9
tt0285896,Phantom Love,2,91,1.9590413923210936,5.1
tt0285997,The Ride,2,16,1.2041199826559248,5.6
tt0285999,The Riff,2,38,1.5797835966168101,6.6
tt0286106,Signs,1,335431,5.525603196930769,6.7
tt0286162,Stolen Summer,2,2630,3.419955748489758,6.5
tt0286218,Thérèse: The Story of Saint Thérèse of Lisieux,8,485,2.6857417386022635,6.3
tt0286261,All or Nothing,3,9924,3.9966867556001713,7.5
tt0286306,Deathwatch,1,10627,4.026410680578774,6.0
tt0286484,Reasonable Doubt,2,117,2.0681858617461617,3.0
tt0286493,The Badge,2,3164,3.500236474825639,6.1
tt0286516,Respiro,1,4498,3.6530194510996132,7.0
tt0286939,The Sandman,2,13,1.1139433523068367,7.4
tt0287031,Tocá para mí,3,46,1.662757831681574,6.5
tt0287045,Treading Water,2,402,2.60422605308447,5.6
tt0287155,Born Wild,2,130,2.113943352306837,5.9
tt0287364,Porn Theatre,2,748,2.8739015978644615,6.1
tt0287425,Emmett's Mark,2,1770,3.247973266361807,6.0
tt0287669,Searching for Wooden Watermelons,4,46,1.662757831681574,6.0
tt0287733,Straight Into Darkness,3,1273,3.1048284036536553,5.0
tt0288192,Return to Innocence,3,794,2.8998205024270964,5.9
tt0288243,Taboo,1,1782,3.250907699700856,3.6
tt0288257,Time's Up!,2,41,1.6127838567197355,6.7
tt0288315,What About Me,3,93,1.968482948553935,7.5
tt0288405,1000 Miles from Nowhere,4,7,0.8450980400142568,2.9
tt0288439,Bang Bang You're Dead,4,12394,4.09321149181366,7.8
tt0288491,"Hi, Tereska",2,1389,3.1427022457376155,7.0
tt0288562,The Homecoming of Jimmy Whitecloud,5,41,1.6127838567197355,4.9
tt0288569,Iluminados por el fuego,4,1786,3.2518814545525276,6.8
tt0288833,The Sure Hand of God,5,99,1.99563519459755,6.1
tt0288861,Godforsaken,1,4629,3.6654871807828107,7.2
tt0288865,Vengeance,1,21,1.3222192947339193,7.8
tt0288869,Privates Lives,2,1120,3.0492180226701815,5.8
tt0289043,28 Days Later...,3,375046,5.5740845379169945,7.6
tt0289048,Crescent Heart,2,14,1.146128035678238,4.9
tt0289176,Emerald Cowboy,2,51,1.7075701760979363,6.9
tt0289361,They're Watching Us,3,665,2.8228216453031045,5.8
tt0289589,Malevolent,1,515,2.711807229041191,5.3
tt0289635,Young Adam,2,13246,4.1220847507108695,6.4
tt0289668,Between Strangers,2,988,2.9947569445876283,6.1
tt0289758,Phase IV,2,399,2.6009728956867484,5.0
tt0289765,Red Dragon,2,251303,5.400197673135628,7.2
tt0289864,Big Ain't Bad,3,60,1.7781512503836436,5.7
tt0289879,The Butterfly Effect,3,449415,5.652647563651674,7.6
tt0289894,Chasing Sunsets,2,5,0.6989700043360189,6.6
tt0289904,Comanche,1,36,1.5563025007672873,7.9
tt0289992,The Life of David Gale,5,109444,5.039191957422292,7.6
tt0290145,Blue Car,2,3374,3.5281450782531065,6.5
tt0290179,Dil Ki Baazi,3,480,2.681241237375587,5.4
tt0290210,Max,1,6961,3.8426716337607885,6.5
tt0290233,A Light in the Darkness,5,80,1.9030899869919435,5.6
tt0290298,Strangers,1,25,1.3979400086720377,6.7
tt0290322,Track 16,2,17,1.2304489213782739,7.1
tt0290555,Dark Side,2,139,2.143014800254095,3.8
tt0290594,Break of Dawn,3,396,2.597695185925512,5.4
tt0290668,Salt Without Soup,3,17,1.2304489213782739,8.8
tt0290673,Irréversible,1,119240,5.076421967360593,7.4
tt0290745,Malpractice,1,227,2.3560258571931225,4.8
tt0290766,A Million Miles,3,23,1.3617278360175928,7.5
tt0290858,"Sia, the Dream of the Python",6,136,2.1335389083702174,6.8
tt0290879,The Legend of Suriyothai,4,1843,3.2655253352190736,6.5
tt0290910,Mondo Weirdo,2,122,2.0863598306747484,5.3
tt0290935,Y.M.I.,1,27,1.4313637641589874,3.3
tt0291131,The Devils,2,1112,3.0461047872460387,7.1
tt0291213,Big Girls Don't Cry,4,1593,3.2022157758011316,6.9
tt0291424,Bounty Huntress: Undercover,3,125,2.0969100130080562,3.7
tt0291454,Runnin' at Midnite,3,21,1.3222192947339193,6.4
tt0291507,A Cab for Three,4,1016,3.0068937079479006,6.9
tt0291532,Ruff Sex,2,119,2.0755469613925306,5.1
tt0291561,Welcome to the Neighborhood,4,24,1.380211241711606,6.8
tt0291766,Bodily Sanctions,2,12,1.0791812460476249,3.8
tt0291800,Challenge the Wind,3,20,1.3010299956639813,7.2
tt0291823,The Round and Round,4,416,2.6190933306267428,1.2
